time,chan4_thumb,chan5_index,chan6_middle,chan7_ring,chan8_pinky,label
1.478799479484721e+18,-255.20446656895297,46.67237195013267,21.305234465041334,35.450772170414524,93.45537931217645,1.0
1.478799479487709e+18,-239.27295586969137,38.21665944803145,5.184062983880092,25.0036208397445,62.809348505292135,1.0
1.4787994794915471e+18,220.4017022556149,-38.48534567061414,-16.1843917559328,-30.677641025588112,-82.64471145636581,1.0
1.478799479495591e+18,266.29962568598825,-36.09878002748972,0.1264405566153945,-33.933485420313424,-67.88277594998004,1.0
1.478799479499579e+18,-195.03456474930482,29.53967598069074,12.628250990630272,25.793874327430743,77.11293690112939,1.0
1.478799479503604e+18,-289.40663814114043,45.81889816645867,9.103720366247414,29.57128612868204,77.41323320099603,1.0
1.478799479508756e+18,149.16825139621028,-34.28119697752456,-19.898583225844597,-25.177476618346848,-67.53506439277277,1.0
1.478799479512616e+18,305.6226400309206,-42.847545032958024,-4.867961581734472,-35.84589891425893,-85.5686494032319,1.0
1.478799479515677e+18,-119.88145652875548,16.54790840835449,9.98880428377137,17.085280712096157,55.90253283056695,1.0
1.4787994795196718e+18,-318.44055189535544,58.368123808321094,19.566676756773674,36.146195284834214,91.55877099829792,1.0
1.4787994795236198e+18,69.62133366531548,-19.47184635522315,-15.852485286861878,-12.928547347062283,-42.800129775613534,1.0
1.478799479527662e+18,331.02138768522076,-55.9341429785634,-14.129732645519521,-42.62627399700861,-101.07342313995815,1.0
1.478799479531751e+18,-26.47349240321875,7.697069091697641,13.355284210615308,6.069146929690592,28.73361738365259,1.0
1.478799479536635e+18,-337.5646866226614,56.66117624097568,16.374052601463667,38.26407463466601,108.15409452256932,1.0
1.478799479539752e+18,-15.72604477266151,1.5488968273811825,-6.464273659389798,-5.421139001905465,-14.98320640090633,1.0
1.478799479543643e+18,332.80736058718816,-57.072108023459485,-15.647019374406351,-40.998351764287776,-106.28909628597218,1.0
1.478799479547709e+18,55.728677122683536,-6.574909156150884,8.835034171948694,-4.915376846149959,0.23707607459267474,1.0
1.4787994795516628e+18,-329.5357110831225,52.915374587714396,17.417187223595608,38.532760857248704,109.08659364086533,1.0
1.478799479555733e+18,-96.268681847134,13.355284238901852,-2.8923278271606843,6.970035899994006,11.300625114349161,1.0
